ID,Tittel,Pris,Billettstatus,Dato,Order,Klokkeslett,URL,BildeURL,Kategorier,Google Product Category,Dynamisk retargeting,Kategori,event_count_in_category,ad_set_status
46266,Gutta på skauen,285,in stock,24. oktober,13,24. oktober,https://www.drammensteater.no/program/46266-gutta-pa-skauen/,https://cdn.tixly.com/no/tix/EventImages/Feature_46266.jpg,"['Viser','foajekonsert']",499969,yes,Viser,7,ACTIVE
46266,Gutta på skauen,285,in stock,24. oktober,13,24. oktober,https://www.drammensteater.no/program/46266-gutta-pa-skauen/,https://cdn.tixly.com/no/tix/EventImages/Feature_46266.jpg,"['Viser','foajekonsert']",499969,yes,foajekonsert,2,PAUSED
44312,Vamp,695,in stock,24. oktober,14,24. oktober,https://www.drammensteater.no/program/44312-vamp/,https://cdn.tixly.com/no/tix/EventImages/Feature_44312.jpg,"['Pop','Viser','Popglade']",499969,yes,Pop,6,ACTIVE
44312,Vamp,695,in stock,24. oktober,14,24. oktober,https://www.drammensteater.no/program/44312-vamp/,https://cdn.tixly.com/no/tix/EventImages/Feature_44312.jpg,"['Pop','Viser','Popglade']",499969,yes,Viser,7,ACTIVE
44312,Vamp,695,in stock,24. oktober,14,24. oktober,https://www.drammensteater.no/program/44312-vamp/,https://cdn.tixly.com/no/tix/EventImages/Feature_44312.jpg,"['Pop','Viser','Popglade']",499969,yes,Popglade,4,ACTIVE
45070,Night Of Soul,665,in stock,28. oktober,15,28. oktober,https://www.drammensteater.no/program/45070-night-of-soul/,https://cdn.tixly.com/no/tix/EventImages/Feature_45070.jpg,"['Funk','Hyllest','Soul']",499969,yes,Funk,1,PAUSED
45070,Night Of Soul,665,in stock,28. oktober,15,28. oktober,https://www.drammensteater.no/program/45070-night-of-soul/,https://cdn.tixly.com/no/tix/EventImages/Feature_45070.jpg,"['Funk','Hyllest','Soul']",499969,yes,Hyllest,4,ACTIVE
45070,Night Of Soul,665,in stock,28. oktober,15,28. oktober,https://www.drammensteater.no/program/45070-night-of-soul/,https://cdn.tixly.com/no/tix/EventImages/Feature_45070.jpg,"['Funk','Hyllest','Soul']",499969,yes,Soul,2,PAUSED
45102,Jævelungen,450,out of stock,29. oktober,16,29. oktober,https://www.drammensteater.no/program/45102-jaevelungen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45102.jpg,"['Forestilling','Komedie']",499969,yes,Forestilling,2,PAUSED
45102,Jævelungen,450,out of stock,29. oktober,16,29. oktober,https://www.drammensteater.no/program/45102-jaevelungen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45102.jpg,"['Forestilling','Komedie']",499969,yes,Komedie,11,ACTIVE
45307,Det Betales,675,in stock,30. oktober,17,30. oktober,https://www.drammensteater.no/program/45307-det-betales/,https://cdn.tixly.com/no/tix/EventImages/Feature_45307.jpg,"['Hyllest','Pop','Rock']",499969,yes,Hyllest,4,ACTIVE
